区站号,纬度,经度,观测场拔海高度,年,月,平均相对湿度
50673.0,48.53,130.24,90.4,2017.0,9.0,0.7766666666666667
50674.0,48.34,129.26,404.5,2017.0,9.0,0.761
50727.0,47.1,119.56,997.2,2017.0,9.0,0.636
50739.0,47.18,123.15,209.3,2017.0,9.0,0.6756666666666666
50741.0,47.56,123.3,185.20000000000002,2017.0,9.0,0.6543333333333334
50742.0,47.48,124.29,162.70000000000002,2017.0,9.0,0.6836666666666666
50745.0,47.23,123.55,147.1,2017.0,9.0,0.6633333333333333
50749.0,47.11,124.5,154.60000000000002,2017.0,9.0,0.6846666666666666
50750.0,47.54,125.18,226.4,2017.0,9.0,0.6933333333333332
50755.0,47.37,126.04,249.8,2017.0,9.0,0.7073333333333334
50756.0,47.27,126.52,247.4,2017.0,9.0,0.7283333333333333
50758.0,47.09,125.54,240.0,2017.0,9.0,0.718
50767.0,47.14,127.06,202.70000000000002,2017.0,9.0,0.7270000000000001
50772.0,48.06,129.14,288.0,2017.0,9.0,0.782
50774.0,47.42,128.5,264.8,2017.0,9.0,0.7233333333333333
50775.0,47.2,130.12,182.3,2017.0,9.0,0.7576666666666667
50776.0,47.34,130.5,83.30000000000001,2017.0,9.0,0.7340000000000001
50778.0,47.4,132.32,57.5,2017.0,9.0,0.7316666666666667
50779.0,48.22,134.17,40.0,2017.0,9.0,0.675
50787.0,47.19,131.5,62.7,2017.0,9.0,0.8029999999999999
50788.0,47.14,131.59,66.4,2017.0,9.0,0.7366666666666667
50832.0,46.43,122.05,332.6,2017.0,9.0,0.6253333333333333
50833.0,46.43,122.54,187.8,2017.0,9.0,0.6026666666666667
50834.0,46.36,121.13,499.70000000000005,2017.0,9.0,0.63
50838.0,46.05,122.03,274.7,2017.0,9.0,0.528
50842.0,46.5,124.25,145.4,2017.0,9.0,0.6943333333333334
50844.0,46.24,123.27,138.8,2017.0,9.0,0.6773333333333333
50850.0,46.34,125.08,147.20000000000002,2017.0,9.0,0.6586666666666666
50851.0,46.41,126.05,207.4,2017.0,9.0,0.7003333333333334
50852.0,46.49,126.27,169.10000000000002,2017.0,9.0,0.6943333333333334
50853.0,46.37,126.58,179.60000000000002,2017.0,9.0,0.6796666666666668
50854.0,46.23,125.19,149.3,2017.0,9.0,0.677
50858.0,46.01,125.48,159.5,2017.0,9.0,0.7859999999999999
50859.0,46.17,126.17,169.3,2017.0,9.0,0.7263333333333334
50861.0,46.53,127.29,182.4,2017.0,9.0,0.7190000000000001
50862.0,46.59,127.59,206.0,2017.0,9.0,0.7476666666666667
50867.0,46.05,127.21,134.1,2017.0,9.0,0.7486666666666666
50871.0,46.44,129.53,95.10000000000001,2017.0,9.0,0.751
50873.0,46.47,130.18,82.0,2017.0,9.0,0.7386666666666666
50877.0,46.18,129.35,100.10000000000001,2017.0,9.0,0.7613333333333334
50878.0,47.0,130.43,78.2,2017.0,9.0,0.7413333333333334
50879.0,46.13,130.33,187.0,2017.0,9.0,0.7226666666666667
50880.0,46.44,131.07,102.30000000000001,2017.0,9.0,0.6509999999999999
50884.0,46.39,131.1,175.3,2017.0,9.0,0.6533333333333333
50888.0,46.23,132.1,79.60000000000001,2017.0,9.0,0.718
50892.0,46.48,134.0,54.400000000000006,2017.0,9.0,0.7433333333333333
50913.0,45.43,118.5,865.0,2017.0,9.0,0.5563333333333333
50915.0,45.31,116.58,838.9000000000001,2017.0,9.0,0.457
50924.0,45.33,119.39,860.0,2017.0,9.0,0.5746666666666667
50928.0,45.04,120.2,628.3000000000001,2017.0,9.0,0.5513333333333333
50934.0,45.23,121.35,311.70000000000005,2017.0,9.0,0.5336666666666667
50936.0,45.38,122.5,155.3,2017.0,9.0,0.624
50937.0,45.04,121.29,282.1,2017.0,9.0,0.5016666666666667
50939.0,45.2,122.49,150.8,2017.0,9.0,0.6033333333333334
50940.0,45.51,123.1,141.1,2017.0,9.0,0.6533333333333333
50945.0,45.3,124.14,138.1,2017.0,9.0,0.682
50946.0,45.11,124.5,139.8,2017.0,9.0,0.606
50948.0,45.0,124.01,146.3,2017.0,9.0,0.6216666666666667
50949.0,45.05,124.52,136.20000000000002,2017.0,9.0,0.6596666666666667
50950.0,45.42,125.15,148.70000000000002,2017.0,9.0,0.688
50953.0,45.56,126.34,118.30000000000001,2017.0,9.0,0.6986666666666667
50954.0,45.3,125.05,127.5,2017.0,9.0,0.7000000000000001
50955.0,45.24,126.19,168.3,2017.0,9.0,0.7286666666666666
50956.0,46.05,126.46,134.5,2017.0,9.0,0.7170000000000001
50958.0,45.32,126.56,168.20000000000002,2017.0,9.0,0.7120000000000001
50960.0,45.44,127.23,184.20000000000002,2017.0,9.0,0.7076666666666667
50962.0,45.57,128.03,112.10000000000001,2017.0,9.0,0.7403333333333333
50963.0,45.58,128.44,108.60000000000001,2017.0,9.0,0.785
50964.0,45.5,128.48,119.30000000000001,2017.0,9.0,0.7636666666666666
50965.0,45.27,128.17,167.20000000000002,2017.0,9.0,0.805
50968.0,45.13,127.58,189.70000000000002,2017.0,9.0,0.743
50971.0,45.47,131.01,223.5,2017.0,9.0,0.6593333333333334
50973.0,45.45,130.36,234.4,2017.0,9.0,0.6459999999999999
50978.0,45.18,130.55,272.5,2017.0,9.0,0.6543333333333334
50979.0,45.17,130.15,274.7,2017.0,9.0,0.7066666666666668
50983.0,45.46,132.58,100.2,2017.0,9.0,0.7026666666666667
50985.0,45.33,131.52,151.70000000000002,2017.0,9.0,0.7316666666666667
50987.0,45.16,131.06,219.9,2017.0,9.0,0.6443333333333334
51053.0,48.03,86.24,532.6,2017.0,9.0,0.6053333333333333
51058.0,47.06,87.58,563.3000000000001,2017.0,9.0,0.561
51059.0,47.27,85.53,968.2,2017.0,9.0,0.5463333333333333
51060.0,47.42,86.52,473.90000000000003,2017.0,9.0,0.632
51068.0,47.07,87.29,497.0,2017.0,9.0,0.5670000000000001
51076.0,47.44,88.05,735.3000000000001,2017.0,9.0,0.583
51087.0,47.01,89.3,860.4000000000001,2017.0,9.0,0.455
51133.0,46.44,83.0,534.9,2017.0,9.0,0.514
51137.0,46.12,82.56,715.4000000000001,2017.0,9.0,0.4776666666666667
51145.0,46.33,83.39,521.6,2017.0,9.0,0.49333333333333335
51156.0,46.49,85.45,1322.1000000000001,2017.0,9.0,0.503
51186.0,46.4,90.23,1218.2,2017.0,9.0,0.47633333333333333
51232.0,45.11,82.34,369.8,2017.0,9.0,0.38633333333333336
51238.0,44.54,82.04,532.2,2017.0,9.0,0.49733333333333335
51241.0,45.56,83.36,1094.2,2017.0,9.0,0.4906666666666667
51243.0,45.37,84.51,450.3,2017.0,9.0,0.38766666666666666
51288.0,45.22,90.32,1653.7,2017.0,9.0,0.38633333333333336
51328.0,44.1,80.25,722.0,2017.0,9.0,0.36133333333333334
51329.0,44.03,80.51,640.0,2017.0,9.0,0.45833333333333337
51330.0,44.58,81.01,1357.8000000000002,2017.0,9.0,0.5303333333333333
51334.0,44.34,82.49,329.20000000000005,2017.0,9.0,0.4093333333333333
51346.0,44.26,84.4,478.70000000000005,2017.0,9.0,0.419
51352.0,44.51,85.15,337.1,2017.0,9.0,0.474
51353.0,45.01,86.06,346.0,2017.0,9.0,0.45966666666666667
51356.0,44.19,86.03,442.90000000000003,2017.0,9.0,0.47533333333333333
51357.0,44.2,85.37,522.2,2017.0,9.0,0.40566666666666673
51358.0,44.17,85.49,468.5,2017.0,9.0,0.5203333333333333
51359.0,44.19,86.12,471.40000000000003,2017.0,9.0,0.5343333333333333
51365.0,44.12,87.32,440.5,2017.0,9.0,0.452
51367.0,44.1,86.51,575.1,2017.0,9.0,0.378
51368.0,44.07,87.19,515.7,2017.0,9.0,0.5446666666666667
51369.0,43.58,87.39,600.3000000000001,2017.0,9.0,0.3796666666666667
51377.0,44.1,87.55,547.0,2017.0,9.0,0.43100000000000005
51378.0,44.0,89.1,742.9000000000001,2017.0,9.0,0.38866666666666666
51379.0,44.01,89.34,793.5,2017.0,9.0,0.43233333333333335
51430.0,43.5,81.09,602.6,2017.0,9.0,0.5046666666666667
51431.0,43.57,81.2,662.5,2017.0,9.0,0.48100000000000004
51433.0,43.48,82.31,1105.3,2017.0,9.0,0.5366666666666666
51434.0,43.58,81.32,770.0,2017.0,9.0,0.42633333333333334
51435.0,43.28,82.14,774.9000000000001,2017.0,9.0,0.6006666666666667
51436.0,43.27,83.18,928.2,2017.0,9.0,0.47633333333333333
51437.0,43.09,81.08,1851.0,2017.0,9.0,0.49700000000000005
51438.0,43.11,81.46,1210.4,2017.0,9.0,0.5316666666666666
51463.0,43.47,87.39,935.0,2017.0,9.0,0.4133333333333334
51465.0,43.29,87.06,1871.8000000000002,2017.0,9.0,0.5886666666666667
51467.0,42.46,86.2,1732.4,2017.0,9.0,0.47000000000000003
51468.0,43.06,86.5,3539.0,2017.0,9.0,0.6020000000000001
51469.0,43.27,87.11,1930.0,2017.0,9.0,0.5579999999999999
51470.0,43.53,88.07,1942.5,2017.0,9.0,0.537
51477.0,43.21,88.19,1103.5,2017.0,9.0,0.5483333333333333
51482.0,43.5,90.17,1271.5,2017.0,9.0,0.40700000000000003
51495.0,43.13,91.44,721.4000000000001,2017.0,9.0,0.21066666666666667
51526.0,42.14,88.13,922.4000000000001,2017.0,9.0,0.31033333333333335
51542.0,43.02,84.09,2458.0,2017.0,9.0,0.6113333333333334
51559.0,42.19,86.24,1100.9,2017.0,9.0,0.434
51567.0,42.05,86.34,1055.3,2017.0,9.0,0.49700000000000005
51568.0,42.15,86.48,1085.4,2017.0,9.0,0.5673333333333334
51571.0,42.46,88.36,49.5,2017.0,9.0,0.272
51572.0,42.5,89.15,-48.7,2017.0,9.0,0.2956666666666667
51573.0,42.57,89.14,39.300000000000004,2017.0,9.0,0.20199999999999999
51581.0,42.51,90.14,398.6,2017.0,9.0,0.3546666666666667
51627.0,41.13,79.14,1395.8000000000002,2017.0,9.0,0.5366666666666666
51628.0,41.07,80.23,1107.1000000000001,2017.0,9.0,0.46566666666666673
51629.0,41.16,80.14,1133.1000000000001,2017.0,9.0,0.483
51633.0,41.47,81.54,1229.2,2017.0,9.0,0.628
51636.0,41.33,82.39,1009.8000000000001,2017.0,9.0,0.5656666666666668
51639.0,41.14,82.47,980.4000000000001,2017.0,9.0,0.467
51642.0,41.49,84.16,982.0,2017.0,9.0,0.4066666666666667
51644.0,41.43,82.58,1081.9,2017.0,9.0,0.5443333333333333
51655.0,41.21,86.16,884.9000000000001,2017.0,9.0,0.44200000000000006
51656.0,41.44,85.49,899.8000000000001,2017.0,9.0,0.47733333333333333
51701.0,40.31,75.24,3504.4,2017.0,9.0,0.5783333333333334
51704.0,39.43,76.1,1298.7,2017.0,9.0,0.3496666666666667
51705.0,39.43,75.15,2175.7000000000003,2017.0,9.0,0.454
51707.0,39.3,76.47,1204.7,2017.0,9.0,0.5243333333333333
51708.0,39.09,75.57,1325.1000000000001,2017.0,9.0,0.583
51709.0,39.29,75.45,1385.6000000000001,2017.0,9.0,0.4043333333333333
51711.0,40.56,78.27,1985.1000000000001,2017.0,9.0,0.5003333333333333
51716.0,39.48,78.34,1116.5,2017.0,9.0,0.4693333333333333
51717.0,39.15,76.47,1206.3,2017.0,9.0,0.49166666666666664
51720.0,40.3,79.03,1161.8,2017.0,9.0,0.5786666666666667
51722.0,40.39,80.24,1044.3,2017.0,9.0,0.5566666666666666
51730.0,40.33,81.16,1012.2,2017.0,9.0,0.578
51747.0,39.0,83.4,1099.3,2017.0,9.0,0.32733333333333337
51765.0,40.38,87.42,846.0,2017.0,9.0,0.391
51777.0,39.02,88.1,887.7,2017.0,9.0,0.5603333333333333
51802.0,38.56,76.1,1297.5,2017.0,9.0,0.47066666666666673
51804.0,37.46,75.14,3090.1000000000004,2017.0,9.0,0.42833333333333334
51810.0,38.55,77.38,1178.2,2017.0,9.0,0.5146666666666667
51811.0,38.26,77.16,1231.2,2017.0,9.0,0.4446666666666667
51814.0,37.55,77.24,1360.4,2017.0,9.0,0.4196666666666667
51815.0,38.12,77.16,1274.7,2017.0,9.0,0.467
51818.0,37.37,78.17,1375.4,2017.0,9.0,0.41733333333333333
51826.0,37.01,80.48,1336.5,2017.0,9.0,0.3953333333333333
51827.0,37.1,79.38,1348.9,2017.0,9.0,0.6133333333333334
51828.0,37.08,79.56,1375.0,2017.0,9.0,0.3656666666666667
51829.0,37.03,80.14,1295.6000000000001,2017.0,9.0,0.37233333333333335
51839.0,37.04,82.43,1409.5,2017.0,9.0,0.4036666666666667
51855.0,38.09,85.33,1247.2,2017.0,9.0,0.39333333333333337
51886.0,38.15,90.51,2944.8,2017.0,9.0,0.306
51931.0,36.51,81.39,1422.0,2017.0,9.0,0.462
52101.0,43.36,93.03,1679.4,2017.0,9.0,0.3593333333333333
52112.0,43.45,94.59,479.0,2017.0,9.0,0.20833333333333331
52118.0,43.16,94.42,1728.6000000000001,2017.0,9.0,0.3983333333333334
52203.0,42.49,93.31,737.2,2017.0,9.0,0.38633333333333336
52267.0,41.57,101.04,940.5,2017.0,9.0,0.215
52313.0,41.32,94.4,1573.8000000000002,2017.0,9.0,0.24733333333333335
52323.0,41.48,97.02,1770.4,2017.0,9.0,0.266
52378.0,41.22,102.22,960.0,2017.0,9.0,0.21833333333333332
52418.0,40.09,94.41,1139.0,2017.0,9.0,0.4053333333333333
52424.0,40.32,95.47,1170.9,2017.0,9.0,0.34500000000000003
52436.0,40.16,97.02,1526.0,2017.0,9.0,0.3413333333333333
52446.0,40.18,99.31,1177.4,2017.0,9.0,0.3476666666666667
52447.0,40.0,98.53,1270.5,2017.0,9.0,0.37133333333333335
52495.0,40.1,104.48,1323.9,2017.0,9.0,0.294
52515.0,39.31,94.52,2137.2000000000003,2017.0,9.0,0.35600000000000004
52533.0,39.46,98.29,1477.2,2017.0,9.0,0.3943333333333333
52546.0,39.22,99.5,1332.2,2017.0,9.0,0.46799999999999997
52557.0,39.09,100.1,1453.7,2017.0,9.0,0.4936666666666667
52575.0,39.25,102.47,1239.5,2017.0,9.0,0.271
52576.0,39.13,101.41,1510.1000000000001,2017.0,9.0,0.29966666666666664
52602.0,38.45,93.2,2770.0,2017.0,9.0,0.314
52607.0,39.26,106.39,1252.6000000000001,2017.0,9.0,0.4206666666666667
52633.0,38.49,98.25,3367.0,2017.0,9.0,0.618
52643.0,38.5,99.37,2311.8,2017.0,9.0,0.542
52645.0,38.26,99.36,3314.0,2017.0,9.0,0.738
52652.0,39.05,100.17,1461.1000000000001,2017.0,9.0,0.4643333333333333
52656.0,38.28,100.49,2232.0,2017.0,9.0,0.5860000000000001
52657.0,38.11,100.15,2787.4,2017.0,9.0,0.7103333333333334
52661.0,38.48,101.05,1765.5,2017.0,9.0,0.4796666666666667
52674.0,38.13,101.56,2093.9,2017.0,9.0,0.5066666666666666
52679.0,37.55,102.4,1531.5,2017.0,9.0,0.43233333333333335
52681.0,38.38,103.05,1367.5,2017.0,9.0,0.38133333333333336
52707.0,36.48,93.41,2767.0,2017.0,9.0,0.39233333333333337
52713.0,37.51,95.21,3173.2000000000003,2017.0,9.0,0.41933333333333334
52737.0,37.22,97.23,2981.5,2017.0,9.0,0.505
52745.0,37.18,99.01,3417.1000000000004,2017.0,9.0,0.7093333333333334
52754.0,37.2,100.08,13301.5,2017.0,9.0,0.7086666666666667
52765.0,37.23,101.37,12850.0,2017.0,9.0,0.7643333333333334
52784.0,37.28,102.54,2072.4,2017.0,9.0,0.514
52787.0,37.12,102.52,3045.1000000000004,2017.0,9.0,0.715
52797.0,37.11,104.03,1630.9,2017.0,9.0,0.5356666666666667
52818.0,36.25,94.55,2807.6000000000004,2017.0,9.0,0.384
52825.0,36.26,96.26,2790.4,2017.0,9.0,0.43266666666666664
52833.0,36.56,98.29,12950.0,2017.0,9.0,0.5736666666666667
52836.0,36.18,98.06,3189.0,2017.0,9.0,0.5313333333333333
52842.0,36.47,99.05,3087.6000000000004,2017.0,9.0,0.606
52853.0,36.54,100.59,13010.0,2017.0,9.0,0.77
52855.0,36.41,101.15,2675.0,2017.0,9.0,0.7456666666666666
52856.0,36.16,100.37,2835.0,2017.0,9.0,0.685
52862.0,36.57,101.41,12450.0,2017.0,9.0,0.7566666666666667
52863.0,36.49,101.57,12480.0,2017.0,9.0,0.7776666666666667
52866.0,36.44,101.45,2295.2000000000003,2017.0,9.0,0.7640000000000001
52868.0,36.01,101.22,2273.0,2017.0,9.0,0.6556666666666666
52869.0,36.3,101.35,2667.5,2017.0,9.0,0.7506666666666666
52874.0,36.29,102.25,2021.0,2017.0,9.0,0.668
52875.0,36.3,102.06,12125.0,2017.0,9.0,0.6646666666666667
52876.0,36.2,102.5,1813.9,2017.0,9.0,0.667
52877.0,36.06,102.15,2834.7000000000003,2017.0,9.0,0.7793333333333334
52881.0,36.59,103.11,2484.8,2017.0,9.0,0.7473333333333334
52884.0,36.21,103.57,1668.5,2017.0,9.0,0.7483333333333333
52885.0,36.45,103.15,2118.8,2017.0,9.0,0.6866666666666668
52889.0,36.03,103.53,1517.2,2017.0,9.0,0.6303333333333333
52895.0,36.34,104.41,1398.2,2017.0,9.0,0.6683333333333333
52896.0,36.33,104.09,1736.7,2017.0,9.0,0.6056666666666667
52908.0,35.13,93.05,4612.2,2017.0,9.0,0.8243333333333334
52943.0,35.35,99.59,3323.2000000000003,2017.0,9.0,0.7566666666666667
52955.0,35.35,100.44,13120.0,2017.0,9.0,0.7363333333333334
52957.0,35.15,100.36,3148.2000000000003,2017.0,9.0,0.7386666666666666
52963.0,35.56,102.01,2085.7000000000003,2017.0,9.0,0.6773333333333333
52968.0,35.02,101.28,3662.8,2017.0,9.0,0.795
52972.0,35.51,102.27,1921.0,2017.0,9.0,0.6473333333333333
52974.0,35.33,102.02,2475.0,2017.0,9.0,0.7373333333333334
52978.0,35.11,102.3,2948.3,2017.0,9.0,0.7726666666666667
52980.0,35.58,103.18,1648.0,2017.0,9.0,0.772
52981.0,35.41,103.23,2421.0,2017.0,9.0,0.8286666666666667
52982.0,35.29,103.33,1953.2,2017.0,9.0,0.9133333333333333
52983.0,35.52,104.09,1874.4,2017.0,9.0,0.7743333333333334
52984.0,35.35,103.11,1917.2,2017.0,9.0,0.7933333333333333
52985.0,35.25,103.2,2162.8,2017.0,9.0,0.8066666666666668
52986.0,35.22,103.52,1893.8000000000002,2017.0,9.0,0.8173333333333334
52988.0,35.22,103.43,2015.8000000000002,2017.0,9.0,0.8076666666666666
52993.0,35.41,105.04,1739.4,2017.0,9.0,0.7313333333333334
52995.0,35.35,104.37,1897.2,2017.0,9.0,0.7183333333333333
52996.0,35.23,105.01,2450.6,2017.0,9.0,0.8593333333333334
52998.0,35.08,104.12,2111.0,2017.0,9.0,0.8416666666666668
53068.0,43.38,111.56,963.1,2017.0,9.0,0.32366666666666666
53083.0,44.37,114.09,1181.6000000000001,2017.0,9.0,0.39966666666666667
53149.0,42.32,110.08,1225.2,2017.0,9.0,0.271
53192.0,44.01,115.0,1147.7,2017.0,9.0,0.3896666666666667
53195.0,43.51,113.38,1036.7,2017.0,9.0,0.335
53231.0,41.24,106.24,1510.2,2017.0,9.0,0.266
53272.0,42.45,112.38,1104.9,2017.0,9.0,0.32833333333333337
53276.0,42.24,112.54,1150.8,2017.0,9.0,0.311
53289.0,42.14,113.5,1322.1000000000001,2017.0,9.0,0.3556666666666667
53324.0,41.04,107.03,1035.3,2017.0,9.0,0.35700000000000004
53336.0,41.34,108.31,1288.0,2017.0,9.0,0.353
53337.0,41.05,108.28,1023.3000000000001,2017.0,9.0,0.478
53343.0,41.46,109.58,1612.2,2017.0,9.0,0.37266666666666665
53348.0,41.01,109.08,1078.7,2017.0,9.0,0.42100000000000004
53352.0,41.42,110.26,1376.6000000000001,2017.0,9.0,0.3793333333333333
53357.0,41.02,110.06,1403.1000000000001,2017.0,9.0,0.42833333333333334
53362.0,41.33,111.39,1445.2,2017.0,9.0,0.46399999999999997
53367.0,41.19,111.14,1602.3000000000002,2017.0,9.0,0.4613333333333333
53368.0,41.05,111.28,1637.3000000000002,2017.0,9.0,0.4673333333333334
53378.0,41.17,112.37,1737.3000000000002,2017.0,9.0,0.49033333333333334
53384.0,41.27,113.11,1423.5,2017.0,9.0,0.4206666666666667
53385.0,41.36,113.32,1420.0,2017.0,9.0,0.45733333333333337
53391.0,41.54,114.0,1482.7,2017.0,9.0,0.4356666666666667
53392.0,41.51,114.35,1428.1000000000001,2017.0,9.0,0.546
53397.0,41.06,113.59,1376.5,2017.0,9.0,0.5923333333333334
53399.0,41.09,114.42,1393.3000000000002,2017.0,9.0,0.5576666666666666
53419.0,40.2,107.0,1055.3,2017.0,9.0,0.3496666666666667
53420.0,40.51,107.07,1024.0,2017.0,9.0,0.39299999999999996
53433.0,40.44,108.39,1020.4000000000001,2017.0,9.0,0.3956666666666667
53446.0,40.32,109.53,1004.7,2017.0,9.0,0.5776666666666667
53455.0,40.33,110.32,998.6,2017.0,9.0,0.5056666666666667
53457.0,40.24,110.02,1011.0,2017.0,9.0,0.5126666666666667
53463.0,40.51,111.34,1153.5,2017.0,9.0,0.4183333333333334
53464.0,40.43,111.1,1042.7,2017.0,9.0,0.513
53466.0,40.45,111.42,1045.4,2017.0,9.0,0.5013333333333333
53467.0,40.15,111.15,1015.9000000000001,2017.0,9.0,0.5953333333333334
53469.0,40.24,111.49,1166.7,2017.0,9.0,0.539
53472.0,40.52,112.34,1451.7,2017.0,9.0,0.5813333333333334
53475.0,40.31,112.28,1268.9,2017.0,9.0,0.5696666666666667
53478.0,40.0,112.27,1345.8000000000002,2017.0,9.0,0.6643333333333333
53480.0,41.02,113.04,1419.3000000000002,2017.0,9.0,0.44266666666666665
53481.0,40.48,113.13,1316.8000000000002,2017.0,9.0,0.501
53483.0,40.52,113.5,1268.7,2017.0,9.0,0.49100000000000005
53484.0,40.27,113.09,1191.5,2017.0,9.0,0.5583333333333333
53486.0,40.22,113.46,1050.3,2017.0,9.0,0.5116666666666666
53487.0,40.05,113.25,1052.6000000000001,2017.0,9.0,0.6603333333333333
53488.0,40.02,113.35,1034.3,2017.0,9.0,0.5963333333333334
53490.0,40.26,114.03,1014.7,2017.0,9.0,0.5386666666666667
53491.0,40.41,114.23,837.7,2017.0,9.0,0.551
53492.0,40.06,114.09,937.6,2017.0,9.0,0.502
53498.0,40.34,115.02,629.3000000000001,2017.0,9.0,0.6156666666666667
53499.0,40.46,114.44,755.2,2017.0,9.0,0.5456666666666667
53502.0,39.47,105.45,1031.8,2017.0,9.0,0.29833333333333334
53505.0,37.53,105.24,1380.7,2017.0,9.0,0.5203333333333333
53512.0,39.48,106.48,1105.6000000000001,2017.0,9.0,0.449
53513.0,40.44,107.22,1041.1000000000001,2017.0,9.0,0.47633333333333333
53517.0,39.16,106.2,1464.5,2017.0,9.0,0.39366666666666666
53518.0,39.02,106.21,1117.7,2017.0,9.0,0.594
53519.0,39.13,106.46,1092.5,2017.0,9.0,0.47200000000000003
53522.0,40.03,107.5,1180.3,2017.0,9.0,0.38133333333333336
53529.0,39.05,107.58,1381.4,2017.0,9.0,0.529
53533.0,39.49,108.43,1414.0,2017.0,9.0,0.503
53543.0,39.5,109.59,1461.9,2017.0,9.0,0.49700000000000005
53545.0,39.34,109.43,1367.0,2017.0,9.0,0.5306666666666667
53547.0,39.06,109.02,1312.2,2017.0,9.0,0.6343333333333333
53553.0,39.52,111.13,1221.4,2017.0,9.0,0.5996666666666667
53562.0,39.55,111.4,1208.0,2017.0,9.0,0.5596666666666666
53564.0,39.22,111.13,1036.0,2017.0,9.0,0.6703333333333333
53565.0,39.26,111.3,1051.7,2017.0,9.0,0.6383333333333334
53567.0,39.01,111.0,1024.3,2017.0,9.0,0.6076666666666667
53573.0,40.0,112.42,1336.3000000000002,2017.0,9.0,0.596
53574.0,39.31,112.16,1409.4,2017.0,9.0,0.5946666666666667
53575.0,39.06,112.12,1525.4,2017.0,9.0,0.6453333333333333
53576.0,39.3,112.49,1045.0,2017.0,9.0,0.5673333333333334
53577.0,39.0,112.18,1437.4,2017.0,9.0,0.56
53578.0,39.22,112.26,1114.8,2017.0,9.0,0.613
53579.0,39.01,112.54,859.7,2017.0,9.0,0.6213333333333333
53580.0,39.49,113.06,1044.6000000000001,2017.0,9.0,0.5106666666666667
53582.0,39.43,113.4,1079.2,2017.0,9.0,0.7083333333333333
53584.0,39.34,113.1,1000.7,2017.0,9.0,0.5416666666666666
53585.0,39.1,113.16,933.9000000000001,2017.0,9.0,0.6070000000000001
53588.0,38.57,113.31,2208.3,2017.0,9.0,0.6426666666666667
53590.0,39.45,114.16,977.8000000000001,2017.0,9.0,0.606
53593.0,39.5,114.34,909.5,2017.0,9.0,0.551
53594.0,39.27,114.11,938.7,2017.0,9.0,0.6453333333333333
53596.0,38.55,115.09,80.7,2017.0,9.0,0.7273333333333334
53599.0,39.22,114.41,884.4000000000001,2017.0,9.0,0.642
53602.0,38.5,105.4,1561.4,2017.0,9.0,0.331
53603.0,38.5,106.22,1095.0,2017.0,9.0,0.617
53610.0,38.34,106.21,1106.2,2017.0,9.0,0.6223333333333334
53611.0,38.53,106.33,1098.7,2017.0,9.0,0.612
53612.0,37.59,106.11,1128.8,2017.0,9.0,0.5436666666666666
53614.0,38.28,106.12,1110.9,2017.0,9.0,0.545
53615.0,38.48,106.42,1101.6000000000001,2017.0,9.0,0.539
53617.0,38.02,106.05,1118.0,2017.0,9.0,0.6476666666666667
53618.0,38.17,106.15,1113.7,2017.0,9.0,0.563
