区站号,纬度_x,经度_x,观测场拔海高度,年,月,日最高气温,日最低气温,温差,城市
53192.0,44.01,115.0,1147.7,2017.0,7.0,325.0,198.0,172.0,锡林郭勒盟
53336.0,41.34,108.31,1288.0,2017.0,7.0,314.0,168.0,177.0,巴彦淖尔
53352.0,41.42,110.26,1376.6,2017.0,7.0,327.0,166.0,186.0,包头
53463.0,40.51,111.34,1153.5,2017.0,7.0,324.0,178.0,193.0,呼和浩特
53480.0,41.02,113.04,1419.3000000000004,2017.0,7.0,305.0,176.0,192.0,乌兰察布（集宁）
53487.0,40.05,113.25,1052.6,2017.0,7.0,326.0,170.0,227.0,大同
53512.0,39.48,106.48,1105.6,2017.0,7.0,347.0,184.0,199.0,乌海
53518.0,39.02,106.21,1117.7,2017.0,7.0,348.0,177.0,224.0,石嘴山
53529.0,39.05,107.58,1381.4,2017.0,7.0,314.0,140.0,246.0,鄂尔多斯
53578.0,39.22,112.26,1114.8,2017.0,7.0,330.0,162.0,214.0,朔州
53579.0,39.01,112.54,859.7,2017.0,7.0,321.0,187.0,187.0,忻州（代县）
53612.0,37.59,106.11,1128.8,2017.0,7.0,350.0,209.0,202.0,吴忠
53614.0,38.28,106.12,1110.9,2017.0,7.0,341.0,198.0,192.0,银川
53646.0,38.16,109.47,1157.0,2017.0,7.0,313.0,167.0,185.0,榆林
53687.0,37.47,113.38,753.0,2017.0,7.0,333.0,178.0,198.0,阳泉
53698.0,38.04,114.21,103.6,2017.0,7.0,371.0,260.0,173.0,石家庄
53764.0,37.3,111.06,950.8,2017.0,7.0,329.0,184.0,187.0,吕梁（离石）
53772.0,37.37,112.35,776.3000000000002,2017.0,7.0,339.0,175.0,208.0,太原
53787.0,37.04,112.59,1041.4,2017.0,7.0,309.0,141.0,201.0,晋中（榆社）
53798.0,37.11,114.22,183.0,2017.0,7.0,352.0,235.0,160.0,邢台
53817.0,36.0,106.16,1753.0,2017.0,7.0,276.0,129.0,175.0,固原
53845.0,36.35,109.27,1180.5,2017.0,7.0,331.0,167.0,212.0,延安
53868.0,36.04,111.3,449.5,2017.0,7.0,366.0,217.0,170.0,临汾
53882.0,36.04,113.02,1046.9,2017.0,7.0,285.0,167.0,134.0,长治
53892.0,36.37,114.28,66.60000000000001,2017.0,7.0,355.0,250.0,156.0,邯郸
53898.0,36.03,114.08,194.8,2017.0,7.0,345.0,236.0,170.0,安阳
53923.0,35.44,107.38,1421.0,2017.0,7.0,285.0,166.0,156.0,庆阳（西峰）
53947.0,35.05,109.04,978.9,2017.0,7.0,312.0,164.0,191.0,铜川
53959.0,35.07,111.04,375.0,2017.0,7.0,363.0,228.0,195.0,运城
53974.0,35.37,114.14,70.4,2017.0,7.0,354.0,232.0,148.0,鹤壁（淇县）
53976.0,35.3,112.52,752.6,2017.0,7.0,318.0,201.0,162.0,晋城
53978.0,35.05,112.38,140.1,2017.0,7.0,356.0,224.0,170.0,济源
53982.0,35.14,113.16,112.0,2017.0,7.0,362.0,253.0,140.0,焦作
53986.0,35.19,113.53,73.2,2017.0,7.0,353.0,244.0,143.0,新乡
54041.0,44.48,123.04,150.0,2017.0,7.0,341.0,229.0,173.0,白城
54064.0,44.23,125.09,170.20000000000005,2017.0,7.0,293.0,191.0,175.0,长春
54094.0,44.3,129.4,305.7,2017.0,7.0,283.0,199.0,167.0,牡丹江
54135.0,43.36,122.16,178.70000000000005,2017.0,7.0,360.0,227.0,145.0,通辽
54157.0,43.07,124.23,179.5,2017.0,7.0,282.0,225.0,170.0,四平
54171.0,43.42,126.31,229.5,2017.0,7.0,275.0,219.0,162.0,吉林
54213.0,42.56,119.01,634.3000000000002,2017.0,7.0,345.0,199.0,207.0,赤峰
54237.0,42.04,121.45,167.8,2017.0,7.0,360.0,233.0,173.0,阜新
54254.0,42.32,124.03,98.2,2017.0,7.0,318.0,241.0,160.0,铁岭
54259.0,42.04,124.52,224.0,2017.0,7.0,282.0,196.0,178.0,抚顺
54260.0,42.55,125.05,252.9,2017.0,7.0,288.0,217.0,175.0,辽源
54276.0,42.24,126.48,570.0,2017.0,7.0,256.0,182.0,183.0,白山
54292.0,42.52,129.3,257.3,2017.0,7.0,299.0,179.0,147.0,延边朝鲜族自治州
54326.0,41.25,119.37,462.2000000000001,2017.0,7.0,354.0,211.0,154.0,朝阳
54334.0,41.31,121.15,74.2,2017.0,7.0,337.0,219.0,150.0,锦州
54342.0,41.44,123.31,49.0,2017.0,7.0,324.0,215.0,167.0,沈阳
54346.0,41.18,123.47,185.4,2017.0,7.0,288.0,233.0,157.0,本溪
54347.0,41.15,123.11,24.8,2017.0,7.0,325.0,242.0,149.0,辽阳
54363.0,41.41,125.54,402.9,2017.0,7.0,251.0,203.0,172.0,通化
54401.0,40.46,114.55,772.8000000000002,2017.0,7.0,335.0,222.0,194.0,张家口
54423.0,40.58,117.55,422.3,2017.0,7.0,336.0,195.0,159.0,承德
54436.0,40.25,118.57,254.3,2017.0,7.0,338.0,218.0,168.0,秦皇岛
54454.0,40.2,120.18,29.0,2017.0,7.0,309.0,230.0,119.0,葫芦岛
54470.0,41.01,122.03,5.5,2017.0,7.0,290.0,241.0,99.0,盘锦
54472.0,40.53,122.45,25.3,2017.0,7.0,334.0,245.0,137.0,鞍山
54476.0,40.11,122.09,20.4,2017.0,7.0,333.0,242.0,151.0,营口
54494.0,40.28,124.03,72.60000000000002,2017.0,7.0,263.0,205.0,172.0,丹东
54511.0,39.48,116.28,31.3,2017.0,7.0,357.0,260.0,141.0,北京
54518.0,39.1,116.24,8.9,2017.0,7.0,370.0,232.0,166.0,廊坊
54527.0,39.05,117.03,3.5,2017.0,7.0,363.0,252.0,148.0,天津
54534.0,39.39,118.06,23.200000000000006,2017.0,7.0,347.0,262.0,153.0,唐山
54563.0,39.38,122.01,118.7,2017.0,7.0,313.0,210.0,127.0,大连
54602.0,38.44,115.29,16.8,2017.0,7.0,369.0,231.0,179.0,保定
54618.0,38.05,116.33,13.2,2017.0,7.0,357.0,247.0,161.0,沧州
54702.0,37.44,115.42,20.700000000000006,2017.0,7.0,368.0,247.0,164.0,衡水
54715.0,37.19,116.31,17.6,2017.0,7.0,353.0,225.0,163.0,德州
54723.0,37.39,117.34,10.1,2017.0,7.0,349.0,225.0,155.0,滨州
54744.0,37.35,118.33,8.5,2017.0,7.0,343.0,236.0,131.0,东营
54764.0,37.29,121.14,53.90000000000001,2017.0,7.0,329.0,217.0,158.0,烟台
54777.0,37.12,122.04,118.0,2017.0,7.0,295.0,223.0,125.0,威海
54806.0,36.25,115.58,33.0,2017.0,7.0,340.0,230.0,157.0,聊城
54823.0,36.36,117.0,170.3,2017.0,7.0,338.0,243.0,123.0,济南
54836.0,36.11,118.1,305.1,2017.0,7.0,308.0,208.0,110.0,淄博
54842.0,36.47,120.0,62.2,2017.0,7.0,321.0,213.0,124.0,青岛
54843.0,36.45,119.12,22.200000000000006,2017.0,7.0,328.0,214.0,121.0,潍坊
54902.0,35.57,115.09,49.3,2017.0,7.0,348.0,230.0,152.0,濮阳
54909.0,35.05,115.31,51.5,2017.0,7.0,322.0,237.0,126.0,菏泽
54913.0,35.45,116.49,62.2,2017.0,7.0,325.0,220.0,130.0,泰安
54916.0,35.34,116.51,51.7,2017.0,7.0,325.0,224.0,116.0,济宁
54927.0,35.06,117.12,74.9,2017.0,7.0,331.0,223.0,128.0,枣庄
54929.0,35.16,117.58,121.2,2017.0,7.0,313.0,230.0,113.0,临沂
54945.0,35.28,119.33,64.4,2017.0,7.0,256.0,208.0,96.0,日照
56021.0,34.07,95.48,4175.0,2017.0,7.0,157.0,65.0,195.0,玉树藏族自治州
56043.0,34.29,100.14,3719.0,2017.0,7.0,201.0,41.0,200.0,果洛藏族自治州
56074.0,34.0,102.05,3471.4,2017.0,7.0,189.0,35.0,174.0,甘南藏族自治州
56096.0,33.24,104.55,1079.1,2017.0,7.0,344.0,222.0,175.0,陇南
56173.0,32.48,102.33,3491.600000000001,2017.0,7.0,195.0,9.0,212.0,阿坝藏族羌族自治州（红原）
56186.0,31.2,104.12,589.0,2017.0,7.0,311.0,211.0,125.0,德阳（绵竹）
56188.0,31.0,103.4,698.5,2017.0,7.0,316.0,197.0,146.0,成都（都江堰）
56196.0,31.27,104.44,522.7,2017.0,7.0,330.0,232.0,121.0,绵阳
56251.0,30.56,100.19,3000.0,2017.0,7.0,204.0,85.0,228.0,甘孜藏族自治州
56287.0,29.59,103.0,627.6,2017.0,7.0,335.0,216.0,148.0,雅安
56298.0,30.08,104.36,417.0,2017.0,7.0,345.0,219.0,151.0,资阳
56386.0,29.34,103.45,424.2000000000001,2017.0,7.0,340.0,218.0,139.0,乐山
56391.0,30.05,103.49,415.4,2017.0,7.0,347.0,215.0,161.0,眉山
56396.0,29.21,104.46,352.6,2017.0,7.0,333.0,217.0,122.0,自贡
56492.0,28.48,104.36,340.8,2017.0,7.0,340.0,224.0,152.0,宜宾
56533.0,27.45,98.4,1583.3000000000004,2017.0,7.0,227.0,184.0,160.0,怒江傈僳族自治州
56543.0,27.51,99.45,3341.5,2017.0,7.0,169.0,103.0,161.0,迪庆藏族自治州
56571.0,27.54,102.16,1590.9,2017.0,7.0,255.0,177.0,138.0,凉山彝族自治州
56586.0,27.21,103.43,1949.5,2017.0,7.0,248.0,132.0,154.0,昭通
56651.0,26.51,100.13,2380.9,2017.0,7.0,213.0,154.0,136.0,丽江
56666.0,26.35,101.43,1224.8,2017.0,7.0,290.0,195.0,142.0,攀枝花
56693.0,26.35,104.52,1815.9,2017.0,7.0,253.0,151.0,124.0,六盘水
56748.0,25.07,99.11,1652.2,2017.0,7.0,235.0,198.0,120.0,保山
56751.0,25.42,100.11,1977.7,2017.0,7.0,232.0,171.0,139.0,大理白族自治州
56768.0,25.02,101.33,1824.1,2017.0,7.0,252.0,184.0,129.0,楚雄彝族自治州
56783.0,25.3,103.48,1906.2,2017.0,7.0,262.0,164.0,128.0,曲靖
56785.0,25.21,103.05,1915.7,2017.0,7.0,216.0,158.0,143.0,昆明
56875.0,24.2,102.33,1716.9,2017.0,7.0,224.0,181.0,142.0,玉溪
56951.0,23.53,100.05,1502.4,2017.0,7.0,252.0,196.0,125.0,临沧
56959.0,22.0,100.47,582.0,2017.0,7.0,284.0,232.0,143.0,西双版纳傣族自治州
56977.0,22.35,101.51,1120.5,2017.0,7.0,257.0,209.0,123.0,普洱
56985.0,23.27,103.2,1313.6,2017.0,7.0,249.0,197.0,123.0,红河哈尼族彝族自治州
56991.0,23.37,104.2,1561.1,2017.0,7.0,206.0,185.0,121.0,文山壮族苗族自治州
57006.0,34.34,105.45,1149.8,2017.0,7.0,329.0,154.0,212.0,天水
57016.0,34.21,107.08,612.4,2017.0,7.0,335.0,187.0,199.0,宝鸡
57030.0,34.42,108.09,994.6,2017.0,7.0,303.0,178.0,181.0,咸阳（永寿）
57039.0,34.05,108.53,445.0,2017.0,7.0,352.0,184.0,217.0,西安（长安）
57045.0,34.24,109.3,640.8000000000002,2017.0,7.0,325.0,212.0,151.0,渭南
57051.0,34.48,111.12,409.9,2017.0,7.0,356.0,232.0,183.0,三门峡
57071.0,34.48,112.28,329.1,2017.0,7.0,344.0,233.0,149.0,洛阳（孟津）
57083.0,34.43,113.39,110.4,2017.0,7.0,347.0,244.0,145.0,郑州
57089.0,34.04,113.56,67.2,2017.0,7.0,330.0,206.0,145.0,许昌
57091.0,34.47,114.18,73.7,2017.0,7.0,331.0,246.0,120.0,开封
57127.0,33.04,107.02,509.5,2017.0,7.0,326.0,207.0,127.0,汉中
57144.0,33.26,109.09,693.7,2017.0,7.0,332.0,184.0,175.0,商洛（镇安）
57178.0,33.06,112.29,180.6,2017.0,7.0,328.0,216.0,130.0,南阳
57181.0,33.53,113.03,136.4,2017.0,7.0,341.0,219.0,144.0,平顶山（宝丰）
57186.0,33.36,114.03,58.7,2017.0,7.0,329.0,226.0,130.0,漯河
57193.0,33.47,114.31,52.6,2017.0,7.0,320.0,234.0,115.0,周口（西华）
57206.0,32.25,105.54,545.4,2017.0,7.0,337.0,200.0,183.0,广元
57245.0,32.43,109.02,290.8,2017.0,7.0,336.0,211.0,151.0,安康
57256.0,32.39,110.47,286.5,2017.0,7.0,344.0,216.0,163.0,十堰
57278.0,32.0,112.05,163.4,2017.0,7.0,323.0,220.0,116.0,襄阳
57290.0,32.56,113.55,106.2,2017.0,7.0,298.0,206.0,150.0,驻马店
57297.0,32.08,114.03,114.5,2017.0,7.0,295.0,228.0,113.0,信阳
57309.0,30.59,105.53,378.4,2017.0,7.0,333.0,220.0,146.0,南充（西充）
57313.0,31.52,106.46,417.7000000000001,2017.0,7.0,340.0,217.0,140.0,巴中
57326.0,31.22,107.43,389.4,2017.0,7.0,340.0,214.0,150.0,达州
57377.0,31.0,112.13,191.9,2017.0,7.0,308.0,215.0,105.0,荆门
57381.0,31.37,113.2,106.5,2017.0,7.0,305.0,211.0,124.0,随州
57395.0,31.35,114.1,120.0,2017.0,7.0,285.0,226.0,130.0,孝感
57405.0,30.3,105.33,355.0,2017.0,7.0,338.0,218.0,126.0,遂宁
57415.0,30.32,106.38,394.5,2017.0,7.0,327.0,218.0,140.0,广安
57447.0,30.17,109.28,457.1,2017.0,7.0,327.0,214.0,137.0,恩施土家族苗族自治州（恩施）
57461.0,30.44,111.22,256.5,2017.0,7.0,307.0,215.0,128.0,宜昌
57475.0,30.24,112.54,31.200000000000006,2017.0,7.0,296.0,229.0,101.0,湖北省直辖县级行政区划
57476.0,30.21,112.09,31.8,2017.0,7.0,313.0,234.0,106.0,荆州
57494.0,30.36,114.03,23.6,2017.0,7.0,258.0,238.0,112.0,武汉
57496.0,30.15,114.37,35.30000000000001,2017.0,7.0,254.0,227.0,107.0,鄂州
57498.0,30.31,114.56,26.200000000000006,2017.0,7.0,252.0,234.0,115.0,黄冈
57503.0,29.37,105.07,349.7000000000001,2017.0,7.0,332.0,214.0,132.0,内江
57520.0,29.5,107.04,377.6,2017.0,7.0,329.0,231.0,126.0,重庆（长寿）
57558.0,29.08,110.28,183.5,2017.0,7.0,336.0,231.0,152.0,张家界
57584.0,29.23,113.05,53.0,2017.0,7.0,269.0,220.0,70.0,岳阳
57590.0,29.51,114.22,98.8,2017.0,7.0,256.0,223.0,143.0,咸宁
57608.0,28.1,105.26,377.5,2017.0,7.0,334.0,196.0,164.0,泸州
57625.0,28.32,107.28,816.4000000000002,2017.0,7.0,313.0,187.0,162.0,遵义
57642.0,28.42,109.39,325.3,2017.0,7.0,330.0,220.0,146.0,湘西土家族苗族自治州（保靖）
57662.0,29.07,111.41,150.6,2017.0,7.0,274.0,225.0,128.0,常德
57671.0,28.51,112.22,37.0,2017.0,7.0,280.0,228.0,103.0,益阳（沅江）
57687.0,28.07,112.47,119.0,2017.0,7.0,242.0,216.0,125.0,长沙
57707.0,27.18,105.17,1510.6,2017.0,7.0,266.0,151.0,159.0,毕节
57741.0,27.43,109.1,353.2000000000001,2017.0,7.0,313.0,214.0,130.0,铜仁
57749.0,27.34,110.0,257.8,2017.0,7.0,293.0,221.0,128.0,怀化
57758.0,27.02,110.36,339.5,2017.0,7.0,253.0,223.0,137.0,邵阳（洞口）
57763.0,27.41,112.0,205.8,2017.0,7.0,248.0,229.0,131.0,娄底
57773.0,27.53,112.5,63.8,2017.0,7.0,249.0,221.0,128.0,湘潭
57780.0,27.52,113.1,74.60000000000002,2017.0,7.0,250.0,229.0,112.0,株洲
57786.0,27.38,113.51,117.5,2017.0,7.0,254.0,234.0,123.0,萍乡
57793.0,27.48,114.23,131.3,2017.0,7.0,254.0,234.0,134.0,宜春
57796.0,27.5,114.53,189.3,2017.0,7.0,251.0,227.0,120.0,新余
57799.0,27.03,114.55,71.2,2017.0,7.0,292.0,246.0,119.0,吉安（吉安县）
57806.0,26.15,105.54,1431.1,2017.0,7.0,243.0,169.0,102.0,安顺
57816.0,26.35,106.44,1223.8,2017.0,7.0,267.0,172.0,120.0,贵阳
57825.0,26.36,107.59,720.3000000000002,2017.0,7.0,294.0,200.0,136.0,黔东南苗族侗族自治州
57866.0,26.14,111.37,172.60000000000005,2017.0,7.0,253.0,236.0,123.0,永州
57872.0,26.53,112.36,104.9,2017.0,7.0,255.0,240.0,120.0,衡阳
57906.0,25.11,106.05,566.8000000000002,2017.0,7.0,274.0,215.0,129.0,黔西南布依族苗族自治州
57922.0,25.5,107.33,1013.3,2017.0,7.0,275.0,191.0,123.0,黔南布依族苗族自治州
57947.0,25.14,109.24,161.5,2017.0,7.0,275.0,238.0,142.0,来宾
57957.0,25.19,110.18,164.4,2017.0,7.0,257.0,242.0,116.0,桂林
57972.0,25.44,112.58,368.8,2017.0,7.0,264.0,239.0,143.0,郴州
57993.0,25.52,115.0,137.5,2017.0,7.0,304.0,270.0,124.0,赣州（赣县）
58015.0,34.27,116.2,44.2,2017.0,7.0,313.0,232.0,115.0,宿州
58027.0,34.17,117.1,41.2,2017.0,7.0,297.0,236.0,116.0,徐州
58047.0,34.15,119.14,4.800000000000002,2017.0,7.0,271.0,228.0,113.0,连云港
58111.0,33.58,116.27,32.5,2017.0,7.0,315.0,239.0,117.0,商丘
58113.0,33.57,116.42,32.2,2017.0,7.0,299.0,230.0,120.0,淮北
58118.0,33.16,116.31,26.0,2017.0,7.0,280.0,229.0,121.0,亳州
58127.0,32.59,117.04,24.5,2017.0,7.0,280.0,231.0,102.0,蚌埠
58135.0,33.29,118.13,16.900000000000002,2017.0,7.0,267.0,232.0,117.0,宿迁
58138.0,32.59,118.31,40.8,2017.0,7.0,279.0,233.0,107.0,淮安
58150.0,33.45,120.18,1.8,2017.0,7.0,293.0,232.0,93.0,盐城
58236.0,32.21,118.15,33.5,2017.0,7.0,261.0,232.0,147.0,滁州
58237.0,32.04,118.35,46.6,2017.0,7.0,254.0,230.0,134.0,南京
58241.0,32.48,119.27,5.4,2017.0,7.0,284.0,242.0,108.0,扬州
58246.0,32.33,119.6,2.6,2017.0,7.0,280.0,231.0,111.0,泰州
58252.0,32.11,119.28,27.3,2017.0,7.0,260.0,232.0,116.0,镇江
58259.0,32.05,120.59,4.800000000000002,2017.0,7.0,299.0,236.0,120.0,南通
58311.0,31.44,116.3,74.10000000000002,2017.0,7.0,265.0,226.0,122.0,六安
58321.0,31.47,117.18,27.0,2017.0,7.0,259.0,238.0,123.0,合肥
58336.0,31.42,118.34,80.0,2017.0,7.0,242.0,228.0,123.0,马鞍山
58338.0,31.07,118.36,40.0,2017.0,7.0,241.0,222.0,126.0,芜湖
58345.0,31.26,119.3,5.9,2017.0,7.0,273.0,226.0,111.0,常州
58354.0,31.37,120.21,3.2,2017.0,7.0,303.0,240.0,123.0,无锡
58358.0,31.05,120.26,16.7,2017.0,7.0,312.0,235.0,108.0,苏州
58362.0,31.24,121.27,5.5,2017.0,7.0,309.0,240.0,109.0,上海
58407.0,30.14,115.02,32.2,2017.0,7.0,255.0,233.0,113.0,黄石
58424.0,30.37,116.58,62.0,2017.0,7.0,253.0,224.0,119.0,安庆
58427.0,30.39,117.3,15.0,2017.0,7.0,242.0,229.0,127.0,池州
58429.0,30.59,117.51,11.0,2017.0,7.0,250.0,232.0,104.0,铜陵
58436.0,30.37,118.59,87.30000000000003,2017.0,7.0,274.0,227.0,151.0,宣城
58437.0,30.08,118.09,1840.4,2017.0,7.0,169.0,151.0,81.0,黄山
58448.0,30.13,119.42,117.6,2017.0,7.0,318.0,234.0,142.0,杭州
58450.0,30.52,120.03,7.4,2017.0,7.0,315.0,236.0,124.0,湖州
58464.0,30.39,121.07,4.0,2017.0,7.0,315.0,242.0,105.0,嘉兴
58477.0,30.02,122.06,35.7,2017.0,7.0,306.0,247.0,128.0,舟山
58502.0,29.4,116.01,74.8,2017.0,7.0,243.0,221.0,123.0,九江
58527.0,29.18,117.12,61.5,2017.0,7.0,297.0,239.0,124.0,景德镇
58549.0,29.07,119.39,62.6,2017.0,7.0,340.0,246.0,122.0,金华
58556.0,29.36,120.49,104.3,2017.0,7.0,332.0,230.0,143.0,绍兴
58562.0,29.48,121.3,6.2,2017.0,7.0,329.0,252.0,130.0,宁波
58606.0,28.36,115.55,46.90000000000001,2017.0,7.0,264.0,233.0,101.0,南昌
58627.0,28.19,117.03,55.8,2017.0,7.0,316.0,245.0,118.0,鹰潭
58633.0,29.0,118.54,82.4,2017.0,7.0,334.0,238.0,135.0,衢州
58637.0,28.27,117.59,118.2,2017.0,7.0,324.0,233.0,134.0,上饶
58665.0,28.37,121.25,4.6000000000000005,2017.0,7.0,323.0,263.0,111.0,台州
58715.0,27.35,116.39,80.80000000000003,2017.0,7.0,307.0,252.0,121.0,抚州（南城）
58742.0,28.06,119.34,163.0,2017.0,7.0,337.0,227.0,164.0,丽水
58752.0,27.47,120.39,39.7,2017.0,7.0,312.0,250.0,94.0,温州
58828.0,26.16,117.37,208.2,2017.0,7.0,327.0,237.0,134.0,三明
58834.0,26.38,118.1,152.20000000000005,2017.0,7.0,332.0,242.0,134.0,南平
58847.0,26.05,119.17,84.0,2017.0,7.0,328.0,257.0,121.0,福州
58927.0,25.03,117.01,376.0,2017.0,7.0,287.0,234.0,141.0,龙岩
58931.0,25.43,118.06,1653.5,2017.0,7.0,191.0,161.0,99.0,泉州
58933.0,26.55,118.59,869.5,2017.0,7.0,280.0,203.0,145.0,宁德
58944.0,25.31,119.47,32.4,2017.0,7.0,314.0,256.0,73.0,平潭综合实验区
58946.0,25.27,119.0,81.10000000000002,2017.0,7.0,312.0,248.0,113.0,莆田
59023.0,24.42,108.02,260.2,2017.0,7.0,268.0,237.0,123.0,河池
59046.0,24.21,109.24,96.8,2017.0,7.0,289.0,258.0,113.0,柳州
59065.0,24.25,111.3,148.70000000000005,2017.0,7.0,297.0,250.0,133.0,贺州
59082.0,24.4,113.36,121.3,2017.0,7.0,305.0,246.0,124.0,韶关
59117.0,24.17,116.04,116.0,2017.0,7.0,327.0,236.0,123.0,梅州（梅县）
59126.0,24.3,117.39,28.9,2017.0,7.0,309.0,252.0,116.0,漳州
59134.0,24.29,118.04,139.4,2017.0,7.0,300.0,247.0,96.0,厦门
59211.0,23.54,106.36,174.70000000000005,2017.0,7.0,305.0,248.0,118.0,百色
59254.0,23.24,110.05,42.5,2017.0,7.0,309.0,257.0,116.0,贵港
59265.0,23.29,111.18,114.8,2017.0,7.0,330.0,250.0,110.0,梧州
59271.0,23.38,112.25,92.7,2017.0,7.0,325.0,240.0,129.0,肇庆
59280.0,23.43,113.05,79.2,2017.0,7.0,313.0,261.0,108.0,清远
59287.0,23.13,113.29,70.7,2017.0,7.0,317.0,244.0,117.0,广州
59288.0,23.09,113.01,30.1,2017.0,7.0,317.0,274.0,108.0,佛山（南海）
59289.0,22.58,113.44,56.0,2017.0,7.0,320.0,256.0,99.0,东莞
59293.0,23.48,114.44,71.10000000000002,2017.0,7.0,335.0,255.0,124.0,河源
59298.0,23.04,114.22,108.5,2017.0,7.0,335.0,255.0,108.0,惠州（惠阳）
59312.0,23.4,116.42,60.7,2017.0,7.0,295.0,252.0,123.0,潮州
59315.0,23.35,116.24,43.90000000000001,2017.0,7.0,301.0,255.0,101.0,揭阳
59316.0,23.23,116.41,2.3000000000000003,2017.0,7.0,300.0,260.0,122.0,汕头
59425.0,22.23,107.23,195.8,2017.0,7.0,299.0,244.0,140.0,崇左
59431.0,22.47,108.33,152.0,2017.0,7.0,313.0,255.0,112.0,南宁
59453.0,22.4,110.07,121.6,2017.0,7.0,311.0,251.0,112.0,玉林
59471.0,22.56,112.03,101.4,2017.0,7.0,329.0,254.0,104.0,云浮
59478.0,22.15,112.47,33.1,2017.0,7.0,316.0,268.0,91.0,江门
59485.0,22.31,113.24,33.7,2017.0,7.0,327.0,259.0,97.0,中山
59488.0,22.17,113.34,51.40000000000001,2017.0,7.0,322.0,268.0,72.0,珠海
59493.0,22.33,114.0,63.0,2017.0,7.0,318.0,271.0,80.0,深圳
59501.0,22.48,115.22,16.7,2017.0,7.0,307.0,256.0,86.0,汕尾
59632.0,21.59,108.36,49.2,2017.0,7.0,294.0,245.0,116.0,钦州
59635.0,21.37,108.21,31.3,2017.0,7.0,301.0,257.0,84.0,防城港
59644.0,21.27,109.08,12.8,2017.0,7.0,313.0,269.0,83.0,北海
59658.0,21.09,110.18,53.40000000000001,2017.0,7.0,338.0,266.0,90.0,湛江
59659.0,21.45,110.55,33.5,2017.0,7.0,334.0,253.0,102.0,茂名
59663.0,21.51,111.59,90.3,2017.0,7.0,304.0,262.0,98.0,阳江
59758.0,20.0,110.15,63.5,2017.0,7.0,346.0,254.0,97.0,海口
59948.0,18.13,109.35,419.4,2017.0,7.0,292.0,244.0,64.0,三亚
